xc,yc,zc,theta,phi,a,b,c
0.0,0.0,4.0,0.6981317007977318,0.0,0.7888774088618505,0.2961975954791325,0.0539210418869552
0.0,0.0,4.0,0.6981317007977318,0.1745329251994329,0.2667985302420254,0.2236973017293544,0.2409525209857763
0.0,0.0,4.0,0.6981317007977318,0.3490658503988659,0.6391843685091816,0.249491012636071,0.636204636575123
0.0,0.0,4.0,0.6981317007977318,0.5235987755982988,0.1966259988589617,0.1484221530854874,0.1820803659571668
0.0,0.0,4.0,0.6981317007977318,0.8726646259971648,0.7344779993360367,0.4639969711701278,0.6232202070456908
0.0,0.0,4.0,0.6981317007977318,1.3962634015954636,0.958767398387705,0.5290120930659159,0.0298362462681282
0.0,0.0,4.0,0.8726646259971648,0.0,0.4478946489595705,0.4295789628717517,0.0353224157469646
0.0,0.0,4.0,0.8726646259971648,0.1745329251994329,0.9605925252462753,0.4474529805140459,0.4550745329804578
0.0,0.0,4.0,0.8726646259971648,0.3490658503988659,0.3122780126483273,0.0344404889938439,0.1528284437631486
0.0,0.0,4.0,0.8726646259971648,0.5235987755982988,0.2110042456704804,0.2019071450587968,0.0624760973887999
0.0,0.0,4.0,0.8726646259971648,0.6981317007977318,0.5876804636153179,0.4673631441520985,0.2139852774478969
0.0,0.0,4.0,0.8726646259971648,1.2217304763960306,0.0494313290222771,0.0405797723381994,0.0418614437461378
0.0,0.0,4.0,1.0471975511965976,0.0,0.7631049798825186,0.1509861743614179,0.5018963919873145
0.0,0.0,4.0,1.0471975511965976,0.1745329251994329,0.6839616190074719,0.3232954771594872,0.6436399122218422
0.0,0.0,4.0,1.0471975511965976,0.3490658503988659,0.1550703817232065,0.0611107605818971,0.125072002278307
0.0,0.0,4.0,1.0471975511965976,0.5235987755982988,0.710841481657202,0.2902395885361881,0.6988430074881012
0.0,0.0,4.0,1.0471975511965976,0.8726646259971648,0.6935504269534944,0.5373792969893658,0.2225589045144144
0.0,0.0,4.0,1.0471975511965976,1.2217304763960306,0.6623114820961935,0.1709921951411006,0.6031476171707307
0.0,0.0,4.0,1.2217304763960306,0.0,0.6157470886423865,0.4193755571954543,0.1601375440036927
0.0,0.0,4.0,1.2217304763960306,0.1745329251994329,0.3511756911242329,0.079037567227508,0.1812002707279293
0.0,0.0,4.0,1.2217304763960306,0.3490658503988659,0.4905279663543365,0.0043316477865734,0.1312306212698507
0.0,0.0,4.0,1.2217304763960306,0.5235987755982988,0.1373452136678605,0.0443088042246776,0.0994234130227826
0.0,0.0,4.0,1.2217304763960306,0.6981317007977318,0.1903220379458922,0.1301479355409893,0.015888588607332
0.0,0.0,4.0,1.2217304763960306,0.8726646259971648,0.3049113817329544,0.0147032075179728,0.1724495181510999
0.0,0.0,4.0,1.2217304763960306,1.0471975511965976,0.7968853612608829,0.6685704736825883,0.4289806574530492
0.0,0.0,4.0,1.3962634015954636,0.0,0.153128214484926,0.06303147228893,0.1440154021905306
0.0,0.0,4.0,1.3962634015954636,0.1745329251994329,0.1132222922591781,0.0407612756423414,0.0662109996960426
0.0,0.0,4.0,1.3962634015954636,0.3490658503988659,0.0004941518738048,0.0003185793032403,0.0003492660503373
0.0,0.0,4.0,1.3962634015954636,0.5235987755982988,0.5502959393375758,0.5188497888194393,0.345845681947915
0.0,0.0,4.0,1.3962634015954636,0.6981317007977318,0.1501924835598057,0.134535609809319,0.1237008844997963
0.0,0.0,4.0,1.3962634015954636,0.8726646259971648,0.9584123502353292,0.600841878253122,0.8989977638804311
0.0,0.0,4.0,1.3962634015954636,1.0471975511965976,0.4455250292840744,0.4320931095019688,0.0526065118393973
0.0,0.0,4.0,1.7453292519943295,0.0,0.0574441151263858,0.0023386537470917,0.0439734297421734
0.0,0.0,4.0,1.7453292519943295,0.1745329251994329,0.954401856105632,0.4967687309577522,0.4093181718535369
0.0,0.0,4.0,1.7453292519943295,0.3490658503988659,0.1584787947925918,0.1445017282665936,0.1454010857284823
0.0,0.0,4.0,1.7453292519943295,0.5235987755982988,1.0453932727655215,0.4283331916034298,0.9551233647139782
0.0,0.0,4.0,1.7453292519943295,0.6981317007977318,0.4514741993008558,0.36531420613316,0.2749786547329951
0.0,0.0,4.0,1.7453292519943295,0.8726646259971648,0.6080086814907896,0.3302936927685169,0.1401374513753719
0.0,0.0,4.0,1.9198621771937625,0.0,0.8651219188786116,0.8416469612802981,0.3615262776193176
0.0,0.0,4.0,1.9198621771937625,0.1745329251994329,0.475372660860665,0.0164379083516642,0.3689052607404416
0.0,0.0,4.0,1.9198621771937625,0.3490658503988659,0.3414513528926721,0.191625650497773,0.3298516456200704
0.0,0.0,4.0,1.9198621771937625,0.5235987755982988,1.066620153398112,0.4689421810989914,0.281704640874716
0.0,0.0,4.0,1.9198621771937625,0.6981317007977318,0.9080163275340054,0.7968523141518379,0.2931129565992997
0.0,0.0,4.0,1.9198621771937625,0.8726646259971648,0.3800756680648756,0.3246569396253767,0.1339143555229541
0.0,0.0,4.0,1.9198621771937625,1.0471975511965976,0.8675163651716596,0.5584139575541793,0.0347510654086594
0.0,0.0,4.0,1.9198621771937625,1.3962634015954636,0.4197524973252748,0.3207033507102298,0.1362814246470581
0.0,0.0,4.0,2.094395102393196,0.0,0.1663853705654913,0.0184134231033166,0.0357563845210739
0.0,0.0,4.0,2.094395102393196,0.1745329251994329,0.3215974703623842,0.0918048053881016,0.0177953955097553
0.0,0.0,4.0,2.094395102393196,0.3490658503988659,0.3976289750722421,0.2106816577664009,0.0579325909610471
0.0,0.0,4.0,2.094395102393196,0.5235987755982988,0.8377445241558564,0.6247004920907968,0.5496018694607984
0.0,0.0,4.0,2.094395102393196,0.6981317007977318,0.3130064034175897,0.2667171072414553,0.1213279298760743
0.0,0.0,4.0,2.2689280275926285,0.0,0.9674009342003782,0.8884487675059193,0.0172303043426657
0.0,0.0,4.0,2.2689280275926285,0.1745329251994329,0.614622669105379,0.4999375984240347,0.0568352736362177
0.0,0.0,4.0,2.2689280275926285,0.3490658503988659,0.3884477984899316,0.0363839849612621,0.2372572116417688
0.0,0.0,4.0,2.2689280275926285,0.5235987755982988,0.307597551961931,0.1106514902701228,0.0300384024485559
0.0,0.0,4.0,2.2689280275926285,0.6981317007977318,0.1214864284971327,0.060848568111012,0.0731355418313928
0.0,0.0,4.0,2.2689280275926285,0.8726646259971648,0.618438586925401,0.5074520378427851,0.213348068957847
0.0,0.0,4.0,2.2689280275926285,1.3962634015954636,0.906237241771929,0.6996104222660183,0.3377303060104468
0.0,0.0,4.0,2.443460952792061,0.0,0.8422145469868915,0.278802292967747,0.4981294693026264
0.0,0.0,4.0,2.443460952792061,0.1745329251994329,0.5517233280972257,0.4822842568677924,0.0847719277459134
0.0,0.0,4.0,2.443460952792061,0.3490658503988659,0.3704500390404465,0.1154403484293854,0.1259641412819784
0.0,0.0,4.0,2.443460952792061,0.5235987755982988,0.6739805498976009,0.1405518364478336,0.611900040331924
0.0,0.0,4.0,2.443460952792061,0.6981317007977318,0.4963231126871618,0.1772722206647865,0.2042544649585399
0.0,0.0,4.0,2.443460952792061,0.8726646259971648,0.6419643425218088,0.6006779949754684,0.3256896960558733
0.0,0.0,4.0,2.443460952792061,1.0471975511965976,0.902770147629808,0.0948888111052249,0.4387421118215951
0.0,0.0,4.0,2.6179938779914944,0.0,0.7950042470179456,0.0876601795031396,0.059111309371931
0.0,0.0,4.0,2.6179938779914944,0.1745329251994329,0.4870126053511379,0.1269512868612972,0.0082102115971146
0.0,0.0,4.0,2.6179938779914944,0.3490658503988659,0.8193662583337777,0.6515316422074096,0.750289706597669
0.0,0.0,4.0,2.6179938779914944,0.5235987755982988,0.3900949651219809,0.1121451654766134,0.3405898882859102
0.0,0.0,4.0,2.6179938779914944,0.6981317007977318,0.1906798013612514,0.1163974963070235,0.0774529650961724
0.0,0.0,4.0,2.6179938779914944,0.8726646259971648,0.9044754712803074,0.3802655379526227,0.4264777380299139
0.0,0.0,4.0,2.6179938779914944,1.0471975511965976,0.3586342017830483,0.2784897993289542,0.0710710711714195
0.0,0.0,4.0,2.792526803190927,0.0,0.1519116106526453,0.1285220094417204,0.1460984044552052
0.0,0.0,4.0,2.792526803190927,0.1745329251994329,0.4567185644761344,0.010860662190478,0.2469295678544358
0.0,0.0,4.0,2.792526803190927,0.3490658503988659,0.6346603326366433,0.4562563775328326,0.0664016535500278
0.0,0.0,4.0,2.792526803190927,0.5235987755982988,0.1394333901200606,0.0410385474127364,0.0309981645527599
0.0,0.0,4.0,2.792526803190927,0.6981317007977318,0.0385094136660064,0.0043195669141548,0.005818839273069
0.0,0.0,4.0,2.792526803190927,0.8726646259971648,0.3896412381797899,0.1367193438295987,0.3100724854077198
0.0,0.0,4.0,2.792526803190927,1.2217304763960306,0.560892861208887,0.3344004315670598,0.1348719987896979
0.0,0.0,4.0,2.9670597283903604,0.0,0.0791061011746163,0.0547335618198238,0.0484476995777136
0.0,0.0,4.0,2.9670597283903604,0.1745329251994329,0.6647651011855494,0.5157581444132285,0.5620104466506646
0.0,0.0,4.0,2.9670597283903604,0.3490658503988659,0.3826500716121482,0.3765253480110802,0.1216119454584386
0.0,0.0,4.0,2.9670597283903604,0.5235987755982988,0.6897976069582872,0.3807218999940612,0.1375925316979528
0.0,0.0,4.0,2.9670597283903604,1.0471975511965976,0.8224317687451609,0.7865526857193298,0.6995476293056654
0.5,-0.5,6.0,0.0,0.1745329251994329,0.1498192200200788,0.0510773339170425,0.1014654811728635
0.5,-0.5,6.0,0.0,0.3490658503988659,0.0519294066931449,0.0039067568595547,0.0511260749536175
0.5,-0.5,6.0,0.0,0.5235987755982988,0.1034961128801651,0.0923657966179554,0.0012186888843384
0.5,-0.5,6.0,0.0,0.6981317007977318,0.1242833529953863,0.0329924594878812,0.0564682001630821
0.5,-0.5,6.0,0.0,0.8726646259971648,0.0783660514314858,0.0453740825535099,0.024007085724167
0.5,-0.5,6.0,0.1745329251994329,0.1745329251994329,0.3251245595957666,0.1376717794368152,0.1083699511672456
0.5,-0.5,6.0,0.1745329251994329,0.3490658503988659,0.3057375754939951,0.1839966897331408,0.2296141519957086
0.5,-0.5,6.0,0.1745329251994329,0.6981317007977318,0.3263948162065586,0.0156187095794678,0.2708703994365447
0.5,-0.5,6.0,0.1745329251994329,0.8726646259971648,0.1496872635381439,0.141106566029762,0.1406209846863793
0.5,-0.5,6.0,0.1745329251994329,1.0471975511965976,0.2344997087503589,0.109730904719207,0.1895456553748958
0.5,-0.5,6.0,0.3490658503988659,0.0,0.0652695162431286,0.0072006863287122,0.0524757047310891
0.5,-0.5,6.0,0.3490658503988659,0.3490658503988659,0.1297844611614387,0.0866485876047951,0.1078217437756897
0.5,-0.5,6.0,0.3490658503988659,0.5235987755982988,0.1154362820903058,0.1148035241059971,0.0820775592377573
0.5,-0.5,6.0,0.3490658503988659,0.6981317007977318,0.5737935083520863,0.061459083078371,0.4556609592339283
0.5,-0.5,6.0,0.3490658503988659,1.2217304763960306,0.2785754316301101,0.0483897191617535,0.1535425332262933
0.5,-0.5,6.0,0.5235987755982988,0.0,0.2345497700826835,0.0574350220555762,0.0023898539317691
0.5,-0.5,6.0,0.5235987755982988,0.1745329251994329,0.3700156515045059,0.2076029800418775,0.1617687667740476
0.5,-0.5,6.0,0.5235987755982988,0.3490658503988659,0.0545122885088139,0.0230723318147263,0.0184809229300072
0.5,-0.5,6.0,0.5235987755982988,0.5235987755982988,0.1367783144517592,0.0206893153437559,0.1258576542543361
0.5,-0.5,6.0,0.5235987755982988,0.6981317007977318,0.1381877303001208,0.0991964136066799,0.0079213223867842
0.5,-0.5,6.0,0.5235987755982988,0.8726646259971648,0.1311642183023408,0.0087375347252899,0.1123266225325126
0.5,-0.5,6.0,0.5235987755982988,1.0471975511965976,0.2214291311521189,0.192587598639285,0.158641881976817
0.5,-0.5,6.0,0.6981317007977318,0.0,0.1000745483722346,0.0808095867996547,0.0838142637462659
0.5,-0.5,6.0,0.6981317007977318,0.1745329251994329,0.1095427389691336,0.0778646216981345,0.0898821209860208
0.5,-0.5,6.0,0.6981317007977318,0.5235987755982988,0.10490882497404,0.0155410286818974,0.0693974980587478
0.5,-0.5,6.0,0.6981317007977318,0.6981317007977318,0.2547736666506329,0.1131981746665654,0.232927528752341
0.5,-0.5,6.0,0.6981317007977318,0.8726646259971648,0.1147112479298186,0.0432281425444513,0.0526516227377022
0.5,-0.5,6.0,0.8726646259971648,0.0,0.4691154712743294,0.0402920760274129,0.1804406304358232
0.5,-0.5,6.0,0.8726646259971648,0.3490658503988659,0.2658563274761776,0.2517736882017674,0.249828394294383
0.5,-0.5,6.0,0.8726646259971648,0.5235987755982988,0.553678909434205,0.0218029398791757,0.1064985319819087
0.5,-0.5,6.0,0.8726646259971648,0.6981317007977318,0.2162833501675791,0.0185099479938852,0.083101051606474
0.5,-0.5,6.0,0.8726646259971648,0.8726646259971648,0.1132496998757356,0.0538833949561452,0.0924027494571804
0.5,-0.5,6.0,1.0471975511965976,0.1745329251994329,0.0165679188466561,0.0141329910997103,0.0030533036049252
0.5,-0.5,6.0,1.0471975511965976,0.3490658503988659,0.0328063797743082,0.0165779367264975,0.016879320042323
0.5,-0.5,6.0,1.0471975511965976,0.5235987755982988,0.054982196065514,0.010696667061777,0.0290621780223667
0.5,-0.5,6.0,1.0471975511965976,0.8726646259971648,0.1649892054648183,0.1078258718829927,0.1113681432660869
0.5,-0.5,6.0,1.0471975511965976,1.0471975511965976,0.2312203895854356,0.0055630817752644,0.0225313197264967
0.5,-0.5,6.0,1.2217304763960306,0.0,0.1163843397883355,0.026149716946867,0.0145508345017491
0.5,-0.5,6.0,1.2217304763960306,0.1745329251994329,0.069927162539512,0.0454399271586172,0.0347783560582741
0.5,-0.5,6.0,1.2217304763960306,0.3490658503988659,0.4430939400816477,0.2300702509157814,0.2713188307392433
0.5,-0.5,6.0,1.2217304763960306,0.5235987755982988,0.322701352603664,0.0661141380792506,0.0541931304928672
0.5,-0.5,6.0,1.2217304763960306,0.6981317007977318,0.2579214479535804,0.190334252320727,0.1775690817614757
0.5,-0.5,6.0,1.3962634015954636,0.0,0.2135241983510012,0.1170894608632993,0.0915026044350864
0.5,-0.5,6.0,1.3962634015954636,0.1745329251994329,0.1515062773926093,0.0047649779738201,0.0543100915693237
0.5,-0.5,6.0,1.3962634015954636,0.3490658503988659,0.2575344382696652,0.0874572822076843,0.1723217663232539
0.5,-0.5,6.0,1.3962634015954636,0.5235987755982988,0.3748636813352877,0.2936190343355535,0.1451019786953534
0.5,-0.5,6.0,1.3962634015954636,0.6981317007977318,0.2172735762425979,0.0264334709157277,0.0202810366353507
0.5,-0.5,6.0,1.7453292519943295,0.0,0.0699075949011409,0.0405698356676498,0.0450006980182187
0.5,-0.5,6.0,1.7453292519943295,0.1745329251994329,0.1466541941898675,0.018975447310735,0.1164272895866428
0.5,-0.5,6.0,1.7453292519943295,0.3490658503988659,0.1216628614685684,0.0588903146412952,0.0071191196779953
0.5,-0.5,6.0,1.7453292519943295,0.5235987755982988,0.233933365143081,0.1011936536145099,0.1043212129492751
0.5,-0.5,6.0,1.7453292519943295,0.6981317007977318,0.1308614894698596,0.0730789113727546,0.0496921830256677
0.5,-0.5,6.0,1.9198621771937625,0.0,0.2584188593524775,0.0895852172444705,0.2153109008658859
0.5,-0.5,6.0,1.9198621771937625,0.1745329251994329,0.0951186667633185,0.0654394289847115,0.0025560108318543
0.5,-0.5,6.0,1.9198621771937625,0.3490658503988659,0.0023308408330817,0.0010034117440064,0.0008727984833518
0.5,-0.5,6.0,1.9198621771937625,0.5235987755982988,0.002735293198221,0.0017516477557595,0.0018879016906763
0.5,-0.5,6.0,1.9198621771937625,0.8726646259971648,0.1049054455663347,0.0047647668406621,0.0146387534430403
0.5,-0.5,6.0,1.9198621771937625,1.0471975511965976,0.0044072255765804,5.5165866166651e-05,0.0035121458766656
0.5,-0.5,6.0,2.094395102393196,0.0,0.2741684223712539,0.2465944336787112,0.2315566964026391
0.5,-0.5,6.0,2.094395102393196,0.1745329251994329,0.23218333845853,0.1865905136001033,0.1689472237389881
0.5,-0.5,6.0,2.094395102393196,0.3490658503988659,0.272854212853057,0.0545585628722686,0.0899883926754768
0.5,-0.5,6.0,2.094395102393196,0.5235987755982988,0.2149321854643523,0.1484961098138987,0.0888252399158214
0.5,-0.5,6.0,2.094395102393196,0.6981317007977318,0.1853326576186224,0.1337387281709786,0.0600865646201952
0.5,-0.5,6.0,2.094395102393196,0.8726646259971648,0.1926524442570403,0.1800031607466662,0.0489355792190788
0.5,-0.5,6.0,2.094395102393196,1.0471975511965976,0.0316026099940895,0.0261386379338566,0.0017163444971044
0.5,-0.5,6.0,2.094395102393196,1.2217304763960306,0.2501539491442701,0.1955957271796571,0.0135239852281405
0.5,-0.5,6.0,2.2689280275926285,0.0,0.1584531423735454,0.0378950993931067,0.0933054658560997
0.5,-0.5,6.0,2.2689280275926285,0.1745329251994329,0.1999661365773574,0.0207330887877122,0.0140093295686199
0.5,-0.5,6.0,2.2689280275926285,0.3490658503988659,0.0645328556022359,0.0162056962088264,0.0176573637663099
0.5,-0.5,6.0,2.2689280275926285,0.5235987755982988,0.003227809710862,0.0030079667146308,0.0026743252543976
0.5,-0.5,6.0,2.2689280275926285,1.2217304763960306,0.1761190004226139,0.0307400060535237,0.0198483299461878
0.5,-0.5,6.0,2.2689280275926285,1.3962634015954636,0.1773488170628543,0.1628905571967062,0.1655953255513561
0.5,-0.5,6.0,2.443460952792061,0.0,0.1574193773779383,0.0491242150679348,0.0374735193862957
0.5,-0.5,6.0,2.443460952792061,0.1745329251994329,0.2622677820286351,0.2367891184188544,0.1897804146979541
0.5,-0.5,6.0,2.443460952792061,0.3490658503988659,0.035936323195577,0.0022951379528526,0.0292193791937633
0.5,-0.5,6.0,2.443460952792061,0.5235987755982988,0.2959525615613107,0.1287980676286203,0.0070444454718529
0.5,-0.5,6.0,2.443460952792061,0.6981317007977318,0.0163232957467133,0.0019545917900117,0.0118722627726411
0.5,-0.5,6.0,2.443460952792061,1.3962634015954636,0.1419976947448616,0.0980972857118534,0.0833200511964378
0.5,-0.5,6.0,2.6179938779914944,0.0,0.2797960239961953,0.2202548788412362,0.0344089322738403
0.5,-0.5,6.0,2.6179938779914944,0.1745329251994329,0.0542670538453312,0.0036688462909307,0.0334623978054186
0.5,-0.5,6.0,2.6179938779914944,0.3490658503988659,0.1184906299340085,0.0187836623606435,0.0933541962636804
0.5,-0.5,6.0,2.6179938779914944,0.5235987755982988,0.101019589727315,0.0772883817267015,0.079128289018708
0.5,-0.5,6.0,2.792526803190927,0.0,0.1555726854891564,0.1029271621786961,0.1185538376591388
0.5,-0.5,6.0,2.792526803190927,0.1745329251994329,0.2139783265329027,0.1083373186475303,0.1794326668165503
0.5,-0.5,6.0,2.792526803190927,0.3490658503988659,0.155749088910778,0.0429083358412737,0.1339312730143254
0.5,-0.5,6.0,2.792526803190927,0.5235987755982988,0.1303719387654767,0.0416173722310148,0.1249328536463158
0.5,-0.5,6.0,2.792526803190927,0.6981317007977318,0.0549120871457185,0.0500887751310449,0.0476582538497168
0.5,-0.5,6.0,2.792526803190927,1.2217304763960306,0.2147534079310335,0.1960822811121043,0.0694778581836054
0.5,-0.5,6.0,2.792526803190927,1.3962634015954636,0.0430797097779164,0.0004625201940128,0.0189448859806239
0.5,-0.5,6.0,2.9670597283903604,0.0,0.1529420491310978,0.0303411170796371,0.0962649320118503
0.5,-0.5,6.0,2.9670597283903604,0.1745329251994329,0.1326259312499467,0.0519780435484157,0.0481210313342555
0.5,-0.5,6.0,2.9670597283903604,0.6981317007977318,0.0675084099770687,0.0168629462413392,0.0068400681492033
-0.5,0.5,2.0,0.0,0.0,0.0846601578430813,0.0780795535712319,0.0558218532049108
-0.5,0.5,2.0,0.0,0.1745329251994329,0.0475870077880022,0.0306219905010827,0.0137217574636053
-0.5,0.5,2.0,0.0,0.3490658503988659,0.0651711348158203,0.0044920058923007,0.0045587828552576
-0.5,0.5,2.0,0.0,0.5235987755982988,0.3780690232162029,0.0699182398308611,0.2973911173249638
-0.5,0.5,2.0,0.0,0.6981317007977318,0.1465321668722728,0.0244241848867794,0.1327434211512562
-0.5,0.5,2.0,0.0,0.8726646259971648,0.0917084365744315,0.0632249938835145,0.0736979609956954
-0.5,0.5,2.0,0.0,1.2217304763960306,0.1357933007984717,0.0009370556646459,0.0257710649941701
-0.5,0.5,2.0,0.1745329251994329,0.0,0.0888208453428644,0.0056458020807516,0.0421175126236279
-0.5,0.5,2.0,0.1745329251994329,0.1745329251994329,0.1664342937659931,0.0841993349657832,0.0306527783834934
-0.5,0.5,2.0,0.1745329251994329,0.3490658503988659,0.2362116585240766,0.2140504383892056,0.1146392383252636
-0.5,0.5,2.0,0.1745329251994329,0.5235987755982988,0.0517964203289833,0.0407899650428253,0.0002824597212891
-0.5,0.5,2.0,0.1745329251994329,0.6981317007977318,0.07015430853674,0.0326994194811631,0.0474254947654765
-0.5,0.5,2.0,0.1745329251994329,0.8726646259971648,0.5308469874568997,0.1464537198263205,0.3823449428350748
-0.5,0.5,2.0,0.1745329251994329,1.2217304763960306,0.2334969681095268,0.0379836245640934,0.1518930592857975
-0.5,0.5,2.0,0.3490658503988659,0.5235987755982988,0.1249137283570021,0.0633382740277548,0.0606516327326631
-0.5,0.5,2.0,0.3490658503988659,0.6981317007977318,0.0134660325674384,0.012114495194718,0.0028060640057193
-0.5,0.5,2.0,0.3490658503988659,0.8726646259971648,0.4356792740588307,0.0665428693961245,0.3823449428350748
-0.5,0.5,2.0,0.3490658503988659,1.0471975511965976,0.267398369786238,0.0373753078500927,0.1158391625728365
-0.5,0.5,2.0,0.5235987755982988,0.0,0.2400219629422873,0.2009956730875818,0.0779021113656171
-0.5,0.5,2.0,0.5235987755982988,0.1745329251994329,0.0024886407955586,0.0013303535674204,0.0019905075859802
-0.5,0.5,2.0,0.5235987755982988,0.5235987755982988,0.0569221509299916,0.0277037710674162,0.0437624994020143
-0.5,0.5,2.0,0.5235987755982988,0.6981317007977318,0.3342914563901086,0.0391017032383534,0.3255136378172086
-0.5,0.5,2.0,0.5235987755982988,1.0471975511965976,0.303543383942587,0.2018427597000985,0.1852395357973351
-0.5,0.5,2.0,0.6981317007977318,0.0,0.3001037293640936,0.048974085690277,0.1609420497314264
-0.5,0.5,2.0,0.6981317007977318,0.3490658503988659,0.2992243667030216,0.0621839358630528,0.1290477354344247
-0.5,0.5,2.0,0.6981317007977318,0.5235987755982988,0.1574355455934206,0.1496375977569357,0.0195447336382697
-0.5,0.5,2.0,0.6981317007977318,1.2217304763960306,0.1838049557699828,0.105498896739164,0.1073134336736647
-0.5,0.5,2.0,0.8726646259971648,0.0,0.1627197089425621,0.071627828561101,0.122729912782686
-0.5,0.5,2.0,0.8726646259971648,0.3490658503988659,0.4138180563466006,0.2478841700687103,0.1023988535103285
-0.5,0.5,2.0,0.8726646259971648,0.5235987755982988,0.2028843793659369,0.010067603125213,0.0652195476025486
-0.5,0.5,2.0,0.8726646259971648,1.2217304763960306,0.2356722545176928,0.1976225076520741,0.0577150974640781
-0.5,0.5,2.0,1.0471975511965976,0.1745329251994329,0.2644558259353713,0.0820453388390403,0.0759022657085965
-0.5,0.5,2.0,1.0471975511965976,0.3490658503988659,0.0468749391543945,0.0331625896727166,0.0115663118240615
-0.5,0.5,2.0,1.0471975511965976,0.5235987755982988,0.4290561489990189,0.1309274840865151,0.2754608707776466
-0.5,0.5,2.0,1.0471975511965976,0.6981317007977318,0.2706532346463754,0.1281606047594886,0.0214099463929513
-0.5,0.5,2.0,1.0471975511965976,0.8726646259971648,0.2975051201643406,0.0799143868281385,0.0182770816894101
-0.5,0.5,2.0,1.2217304763960306,0.0,0.3006114459973709,0.0686621620793671,0.0669910293775565
-0.5,0.5,2.0,1.2217304763960306,0.1745329251994329,0.1472496395118686,0.0439450265395567,0.0772165682193292
-0.5,0.5,2.0,1.2217304763960306,0.3490658503988659,0.4244927705383146,0.0557694529367384,0.0994346855897439
-0.5,0.5,2.0,1.2217304763960306,0.5235987755982988,0.2963702506199004,0.0918344216541848,0.0444461465667064
-0.5,0.5,2.0,1.2217304763960306,0.6981317007977318,0.1507868261254957,0.0238912940884363,0.062067038998844
-0.5,0.5,2.0,1.2217304763960306,0.8726646259971648,0.3294575903801121,0.0430145931181726,0.0401654581180601
-0.5,0.5,2.0,1.3962634015954636,0.0,0.1517990559608076,0.0414049929591168,0.0095109725329696
-0.5,0.5,2.0,1.3962634015954636,0.1745329251994329,0.2419841878963583,0.1952048578904787,0.1135396445364467
-0.5,0.5,2.0,1.3962634015954636,0.3490658503988659,0.409968484186253,0.0577102146842138,0.2726547980381313
-0.5,0.5,2.0,1.3962634015954636,0.5235987755982988,0.2607380349726093,0.0815488084019449,0.2274408810560217
-0.5,0.5,2.0,1.3962634015954636,0.8726646259971648,0.1468210163414617,0.0512149344269456,0.0940996002477421
